in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Belleville # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Belleville # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Blayais # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Blayais # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Blayais # 3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Blayais # 4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Bugey # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Bugey # 3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Bugey # 4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Bugey # 5,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cattenom # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cattenom # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cattenom # 3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cattenom # 4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Chinon # B1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Chinon # B2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Chinon # B3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Chinon # B4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Chooz # B1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Chooz # B2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Civaux # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Civaux # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cruas # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cruas # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cruas # 3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Cruas # 4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Dampierre # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Dampierre # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Dampierre # 3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Dampierre # 4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Flamanville # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Flamanville # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Golfech # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Golfech # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Gravelines # B1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Gravelines # B2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Gravelines # B3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Gravelines # B4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Gravelines # C1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Gravelines # C2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Nogent # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Nogent # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Paluel # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Paluel # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Paluel # 3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Paluel # 4,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Penly # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Penly # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Saint Laurent # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Saint Laurent # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Saint-Alban # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Saint-Alban # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Tricastin # 1,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Tricastin # 2,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Tricastin # 3,,hourly,SPOT
in_EDF_live,Own upload of scraped EDF data,Plant avail. by Unit,France,FR-Tricastin # 4,,hourly,SPOT
